corrected_grade,COURSE_NAME,COURSE_NUMBER,date_of_pull,grade_type,inc_reason,LETTER_GRADE,SIS_SECTION_ID,stu_crs_lookup,STUDENT_ID,Max. ADDL_EXPECTED_PCNT,Max. COG_SKILL_PCNT,Max. CONCEPT_PCNT,Max. NUM_PROJECTS_OVERDUE,Max. OVERALL_SCORE,Max. POWER_EXPECTED_PCNT
B,AT-Ancient Civilizations,A006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5930,130056 A006,130056,16,86,,0,83,100
B+,AT-English 6,B006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,5993,130056 B006,130056,100,83,,0,88,100
A-,AT-Math 6,C006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,6009,130056 C006,130056,100,,88,0,92,100
B,AT-Integrated Science 6,D006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5931,130056 D006,130056,100,78,,0,85,100
B,AT-Ancient Civilizations,A006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5965,130058 A006,130058,50,87,,0,86,100
B,AT-English 6,B006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5972,130058 B006,130058,100,80,,0,86,100
B-,AT-Math 6,C006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,6006,130058 C006,130058,100,,74,0,82,100
B+,AT-Integrated Science 6,D006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,5931,130058 D006,130058,66,87,,0,88,100
C+,AT-Modern World 1,A100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,5953,130059 A100,130059,8,80,,0,78,100
C+,AT-English 9,B100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,5942,130059 B100,130059,0,80,,0,77,100
B+,AT-Math I,C120,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,5981,130059 C120,130059,16,99,90,0,88,100
C,AT-Biology,D100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,5962,130059 D100,130059,40,73,,0,76,100
C+,AT-Spanish 1,E100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,6013,130059 E100,130059,16,,,0,77,100
B+,AT-Ancient Civilizations,A006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,5965,130060 A006,130060,58,90,,0,89,100
B,AT-English 6,B006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5933,130060 B006,130060,100,76,,0,83,100
B-,AT-Math 6,C006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,5991,130060 C006,130060,100,,71,0,80,100
B,AT-Integrated Science 6,D006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5956,130060 D006,130060,100,78,,0,85,100
B-,AT-Ancient Civilizations,A006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,5994,130062 A006,130062,0,87,,0,82,100
B+,AT-English 6,B006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,5993,130062 B006,130062,100,83,,0,88,100
C-,AT-Math 6,C006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C-,6006,130062 C006,130062,0,,73,0,72,100
B-,AT-Integrated Science 6,D006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,5931,130062 D006,130062,0,84,,0,80,100
B-,AT-Spanish 1,E006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,6021,130062 E006,130062,0,,,0,82,100
B,AT-Ancient Civilizations,A006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5965,130063 A006,130063,0,90,,0,84,100
B+,AT-English 6,B006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,5972,130063 B006,130063,100,83,,0,88,100
B-,AT-Math 6,C006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,6006,130063 C006,130063,100,,73,0,81,100
B-,AT-Integrated Science 6,D006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,5931,130063 D006,130063,33,81,,0,81,100
B-,AT-Modern World 1,A100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,6019,130064 A100,130064,16,83,,0,81,100
B-,AT-English 9,B100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,5943,130064 B100,130064,50,80,,0,82,100
B-,AT-Math I,C120,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,5946,130064 C120,130064,0,88,84,0,81,100
C,AT-Biology,D100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,5948,130064 D100,130064,20,74,,0,75,100
C+,AT-Spanish 1,E100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,6005,130064 E100,130064,16,,,0,78,100
A+,AT-Ancient Civilizations,A006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5965,130065 A006,130065,100,95,,0,97,100
A,AT-English 6,B006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5933,130065 B006,130065,100,90,,0,93,100
A+,AT-Math 6,C006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,6009,130065 C006,130065,100,,95,0,97,100
A+,AT-Integrated Science 6,D006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5931,130065 D006,130065,100,95,,0,97,100
A,AT-Spanish 1,E006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,6021,130065 E006,130065,100,,,0,94,100
B-,AT-Ancient Civilizations,A006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,5930,130067 A006,130067,0,87,,0,82,100
B,AT-English 6,B006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5972,130067 B006,130067,66,82,,0,84,100
B-,AT-Math 6,C006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,5991,130067 C006,130067,50,,81,0,82,100
C+,AT-Integrated Science 6,D006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,5985,130067 D006,130067,0,80,,0,77,100
A,AT-Modern World 1,A100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5937,130069 A100,130069,100,90,,0,93,100
A,AT-English 9,B100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5942,130069 B100,130069,100,91,,0,94,100
A,AT-Math I,C120,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5999,130069 C120,130069,83,91,93,0,93,100
B+,AT-Biology,D100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,5948,130069 D100,130069,80,86,,0,88,100
A-,AT-Spanish 1,E100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5992,130069 E100,130069,83,,,0,90,100
A-,AT-Modern World 1,A100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5953,130070 A100,130070,16,97,,0,90,100
A,AT-English 9,B100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5943,130070 B100,130070,50,99,,0,95,100
B+,AT-Math I,C120,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,5946,130070 C120,130070,0,94,96,0,88,100
B,AT-Biology,D100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5962,130070 D100,130070,40,88,,0,86,100
B+,AT-Spanish 1,E100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,6013,130070 E100,130070,0,,,0,87,100
B-,AT-Ancient Civilizations,A006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,5994,130071 A006,130071,8,85,,0,81,100
C+,AT-English 6,B006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,5974,130071 B006,130071,66,74,,0,79,100
C-,AT-Math 6,C006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C-,5939,130071 C006,130071,0,,73,0,72,100
C,AT-Integrated Science 6,D006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,6016,130071 D006,130071,0,77,,0,75,100
B+,AT-Ancient Civilizations,A006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,5930,130072 A006,130072,0,94,,0,87,100
B+,AT-English 6,B006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,5972,130072 B006,130072,100,84,,0,89,100
B+,AT-Math 6,C006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,5991,130072 C006,130072,100,,81,0,87,100
A-,AT-Integrated Science 6,D006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5985,130072 D006,130072,100,87,,0,91,100
B-,AT-Ancient Civilizations,A006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,5994,130073 A006,130073,0,85,,0,81,100
B,AT-English 6,B006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5993,130073 B006,130073,100,76,,0,83,100
C,AT-Math 6,C006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,6006,130073 C006,130073,0,,75,0,74,100
C-,AT-Integrated Science 6,D006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C-,5931,130073 D006,130073,0,73,,0,72,100
C+,AT-Modern World 1,A100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,5937,130075 A100,130075,0,83,,0,79,100
C,AT-English 9,B100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,5942,130075 B100,130075,0,78,,0,76,100
B,AT-Math I,C120,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5999,130075 C120,130075,0,84,93,0,83,100
B-,AT-Biology,D100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,5948,130075 D100,130075,40,79,,0,80,100
I,AT-Modern World 1,A100,6/20/2018 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[X],I,6019,130077 A100,130077,0,73,,1,70,88
C-,AT-English 9,B100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C-,5955,130077 B100,130077,0,70,,0,70,100
C,AT-Math I,C120,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,5981,130077 C120,130077,0,76,78,0,75,100
C,AT-Biology,D100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,5997,130077 D100,130077,0,75,,0,74,100
C,AT-Modern World 1,A100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,5937,130078 A100,130078,0,76,,0,74,100
C+,AT-English 9,B100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,5955,130078 B100,130078,0,80,,0,77,100
C,AT-Math I,C120,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,5999,130078 C120,130078,0,74,75,0,73,100
I,AT-Biology,D100,6/20/2018 12:00:00 AM,project,PFA?[X] Proj Score?[X] Ovrdue Proj?[_],I,5997,130078 D100,130078,0,28,,0,29,44
I,AT-Spanish 2,E200,6/20/2018 12:00:00 AM,project,PFA?[X] Proj Score?[_] Ovrdue Proj?[X],I,5932,130078 E200,130078,0,,,5,30,41
A+,AT-Ancient Civilizations,A006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5930,130079 A006,130079,75,99,,0,97,100
A,AT-English 6,B006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5974,130079 B006,130079,100,91,,0,94,100
A,AT-Math 6,C006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,6009,130079 C006,130079,100,,91,0,94,100
A+,AT-Integrated Science 6,D006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5985,130079 D006,130079,100,95,,0,97,100
B-,AT-Modern World 1,A100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,5937,130080 A100,130080,8,83,,0,80,100
B-,AT-English 9,B100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,5955,130080 B100,130080,0,84,,0,80,100
B,AT-Math I,C120,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5999,130080 C120,130080,0,82,93,0,83,100
C+,AT-Biology,D100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,5997,130080 D100,130080,40,76,,0,78,100
C+,AT-Spanish 1,E100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,5992,130080 E100,130080,0,,,0,78,100
A,AT-Modern World 1,A100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5937,130081 A100,130081,100,92,,0,94,100
A+,AT-English 9,B100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5942,130081 B100,130081,100,99,,0,99,100
A,AT-Math II,C220,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5967,130081 C220,130081,83,94,98,0,96,100
A+,AT-Biology,D100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5962,130081 D100,130081,100,95,,0,97,100
A+,AT-Spanish 2,E200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5932,130081 E200,130081,100,,,0,97,100
A-,AT-Modern World 1,A100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5937,130082 A100,130082,50,93,,0,91,100
B+,AT-English 9,B100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,5955,130082 B100,130082,0,96,,0,88,100
B+,AT-Math I,C120,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,5946,130082 C120,130082,16,94,93,0,88,100
B+,AT-Biology,D100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,5962,130082 D100,130082,80,84,,0,87,100
B,AT-Spanish 2,E200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5932,130082 E200,130082,0,,,0,85,100
B,AT-Modern World 1,A100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,6019,130084 A100,130084,41,87,,0,86,100
A-,AT-English 9,B100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5955,130084 B100,130084,100,89,,0,92,100
A,AT-Math I,C120,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5981,130084 C120,130084,100,86,95,0,94,100
B+,AT-Biology,D100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,5997,130084 D100,130084,100,84,,0,89,100
A-,AT-Spanish 1,E100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,6013,130084 E100,130084,100,,,0,92,100
A,AT-Modern World 1,A100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,6019,130085 A100,130085,83,93,,0,94,100
A-,AT-English 9,B100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5955,130085 B100,130085,50,95,,0,92,100
A,AT-Math I,C120,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5981,130085 C120,130085,66,96,95,0,94,100
A,AT-Biology,D100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5997,130085 D100,130085,80,93,,0,93,100
A+,AT-Spanish 2,E200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5932,130085 E200,130085,100,,,0,100,100
A,AT-Ancient Civilizations,A006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5966,130086 A006,130086,100,93,,0,95,100
A-,AT-English 6,B006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5933,130086 B006,130086,100,85,,0,90,100
A+,AT-Math 6,C006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,6009,130086 C006,130086,100,,95,0,97,100
A,AT-Integrated Science 6,D006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5985,130086 D006,130086,100,91,,0,94,100
A+,AT-Modern World 1,A100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,6019,130087 A100,130087,100,98,,0,99,100
A+,AT-English 9,B100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5943,130087 B100,130087,100,100,,0,100,100
A+,AT-Math II,C220,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5967,130087 C220,130087,100,96,97,0,98,100
A+,AT-Biology,D100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5997,130087 D100,130087,100,100,,0,100,100
A+,AT-Spanish 2,E200,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5932,130087 E200,130087,100,,,0,100,100
B,AT-Ancient Civilizations,A006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5965,130088 A006,130088,0,89,,0,83,100
B,AT-English 6,B006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5974,130088 B006,130088,66,82,,0,84,100
B-,AT-Math 6,C006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,6006,130088 C006,130088,0,,84,0,80,100
C+,AT-Integrated Science 6,D006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,5956,130088 D006,130088,0,83,,0,79,100
C+,AT-Spanish 1,E006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,6021,130088 E006,130088,16,,,0,77,100
B+,AT-Modern World 1,A100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,5937,130089 A100,130089,8,93,,0,87,100
A,AT-English 9,B100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5955,130089 B100,130089,50,100,,0,96,100
B+,AT-Math I,C120,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,5946,130089 C120,130089,0,100,96,0,89,100
B+,AT-Biology,D100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,5962,130089 D100,130089,40,91,,0,88,100
A-,AT-Spanish 1,E100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,6005,130089 E100,130089,0,,,0,90,100
B+,AT-Ancient Civilizations,A006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,5965,130090 A006,130090,0,97,,0,89,100
A-,AT-English 6,B006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5933,130090 B006,130090,66,91,,0,91,100
A-,AT-Math 6,C006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5991,130090 C006,130090,50,,94,0,91,100
A-,AT-Integrated Science 6,D006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5956,130090 D006,130090,0,100,,0,91,100
B,AT-Modern World 1,A100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5953,130092 A100,130092,33,88,,0,86,100
A,AT-English 9,B100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5942,130092 B100,130092,50,96,,0,93,100
A,AT-Math I,C120,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5981,130092 C120,130092,83,88,96,0,93,100
B+,AT-Biology,D100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,5962,130092 D100,130092,60,90,,0,89,100
B,AT-Spanish 1,E100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5992,130092 E100,130092,16,,,0,84,100
B,AT-Modern World 1,A100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,6019,130093 A100,130093,25,88,,0,85,100
B,AT-English 9,B100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5943,130093 B100,130093,50,82,,0,83,100
A-,AT-Math I,C120,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5946,130093 C120,130093,66,87,96,0,92,100
B-,AT-Biology,D100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,5948,130093 D100,130093,60,80,,0,82,100
B-,AT-Spanish 1,E100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,6005,130093 E100,130093,50,,,0,82,100
A,AT-Ancient Civilizations,A006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5930,130094 A006,130094,41,99,,0,94,100
A,AT-English 6,B006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A,5972,130094 B006,130094,100,91,,0,94,100
A+,AT-Math 6,C006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5991,130094 C006,130094,100,,95,0,97,100
A+,AT-Integrated Science 6,D006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5985,130094 D006,130094,100,100,,0,100,100
A-,AT-Ancient Civilizations,A006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5965,130095 A006,130095,41,94,,0,91,100
B+,AT-English 6,B006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B+,5972,130095 B006,130095,100,83,,0,88,100
A-,AT-Math 6,C006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A-,5991,130095 C006,130095,100,,88,0,92,100
B,AT-Integrated Science 6,D006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,6016,130095 D006,130095,100,80,,0,86,100
B,AT-Ancient Civilizations,A006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5930,130096 A006,130096,0,88,,0,83,100
B,AT-English 6,B006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5993,130096 B006,130096,100,79,,0,85,100
C+,AT-Math 6,C006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,6009,130096 C006,130096,50,,75,0,78,100
B-,AT-Integrated Science 6,D006,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,5931,130096 D006,130096,66,75,,0,80,100
B,AT-Modern World 1,A100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,6019,130097 A100,130097,25,85,,0,83,100
C+,AT-English 9,B100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C+,5942,130097 B100,130097,50,77,,0,79,100
B-,AT-Math I,C120,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B-,5981,130097 C120,130097,16,87,82,0,81,100
C,AT-Biology,D100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],C,5948,130097 D100,130097,40,73,,0,76,100
B,AT-Spanish 1,E100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],B,5992,130097 E100,130097,33,,,0,85,100
A+,AT-Modern World 1,A100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,6019,130098 A100,130098,100,99,,0,99,100
A+,AT-English 9,B100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5943,130098 B100,130098,100,100,,0,100,100
A+,AT-Math II,C220,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5967,130098 C220,130098,100,93,99,0,98,100
A+,AT-Biology,D100,6/20/2018 12:00:00 AM,project,PFA?[_] Proj Score?[_] Ovrdue Proj?[_],A+,5997,130098 D100,130098,100,98,,0,99,100
